,Text,label
7823,what did vasco da gama discover,1
3106,i bought this phone a a replacement for my startac and have regretted it since,0
3280,the only good thing wa that it fit comfortably on small ear,0
5387,what dynasty star made her debut in the virgin queen,1
2695,what high school doe archie attend,1
1611,child are playing at the playground,0
472,what the most language in belgium,1
1092,who life at 24 sussex drive ottawa,1
3275,excellent,0
588,what do you get by adding lactobacillus bulgaricus to milk,1
1706,a crowd enjoying a beautiful day at a park possibly on a famous holiday,0
3161,this particular model would not work with my motorola q smartphone,0
4112,the attractive set used throughout most of the film is an gem,0
6897,enty instru what instrument doe play,1
3268,work fine,0
5020,what poet wrote i have promise to keep and mile to go before i sleep,1
5584,when do mormon believe christ wa born,1
2828,what doe caliente translate to in english,1
2289,what is the stock high of apple computer and where can i find this information,1
643,where is trinidad,1
8258,who invented panty,1
4114,what prompted the of the enola gay to enter only my god in his log,1
6514,what are some good medical site for information,1
7430,how long doe it take different material to decompose,1
6390,what product feature a frog that say dig,1
5346,how doe the tail affect the flight of a kite,1
858,a group of men in white uniform are waving flag,0
301,what toy company is the world maker of female apparel,1
5543,what credit card feature a centurion on it face,1
8302,how doe a submarine operate,1
7075,which german president wa pressured into appointing chancellor in,1
173,who directed jaw,1
4894,what season begin with the vernal equinox,1
2855,what air force general led the first bombing raid over tokyo,1
1559,what french seaport claim to be the home of wine,1
7710,what is the world largest distilling company,1
354,a family stand in a paved courtyard in an park in fall,0
1566,people gathered in a room to talk about their favorite tune,0
1220,where can i find information on the cyclone that hit new jersey on,1
2291,this is not a castle it is a bastion,0
801,two girl in short and are laughing while sitting on wooden step,0
7585,what impenetrable system of french fortification wa built along the german frontier before world war ii,1
4351,just whatever you do avoid groove a it the antithesis of all that is good about human traffic,0
3501,it wa too predictable even for a chick flick,0
5052,where can i get economic statistic,1
7532,how do i know if i am pregnant,1
4428,what country northernmost city is,1
5006,when did and prince get married,1
933,what wa archy and mehitabel,1
6149,loc state what eastern state sprouted the first commercial nuclear power plant in the,1
6797,what is a nematode,1
2932,what country buy 25 percent of the world tea export,1
1266,how much waste doe an average dairy cow produce in,1
1408,a man in a black bathing suit is playing volleyball on a beach with palm tree,0
6842,what is a plant supplement,1
5876,how old is singer,1
5842,who wa the only president to serve two nonconsecutive term,1
4736,what college football team did knute rockne build into a power,1
1994,people walk on a sidewalk next to tram track,0
5565,where did the meeting of forest expert take place,1
3007,what is the oldest profession,1
341,what is address,1
4819,how can i find online spelling,1
1272,where are 8 of the 10 highest mountain in the world,1
3216,doe do the job,0
8172,what country have the highest ratio of university student,1
3649,the it can be called,0
351,man carrying too many box,0
1083,what soft drink first appeared in the old corner drug store in waco texas in,1
991,what is a fear of sleep,1
5423,in wa the cartoon character created,1
1250,a group of people are standing behind a fence many are taking photograph,0
6287,how many visitor go to the vatican,1
4713,what organization ha a security council,1
2856,what said some newspaper dispose of their garbage by printing it,1
434,who is the fastest swimmer in the world,1
4389,enty event what war saw battle at parrot beak and,1
1035,where is tuft university,1
625,what is the second hardest substance,1
5804,how is thalassemia defined,1
6345,what doctor is synonymous with footwear and foot care,1
6649,how doe the car in christine become possessed,1
2243,this is not a coat it is a duvet,0
7742,what is the softest part of the body,1
1777,how many people wa convicted of killing,1
1489,a man walk down an alley between cream colored house,0
2956,who wa quetzalcoatl,1
1792,a woman bagging up fruit and vegetable to sell at a stand,0
2417,it click into place in a way that make you wonder how long that mechanism would last,0
4876,what color is ash,1
5676,what is the time it take a typist to type a screenplay that is 100 page long,1
1267,people gather together in an art gallery,0
374,what tv game show once saw a contestant admit to picking his toe in the shower,1
2057,this is not a coat it is a canopy,0
7045,num weight how much did a knight armor weigh,1
1685,how much money wa the minimum wage in,1
1013,who wa vice president,1
6324,how many state have a lemon law for new automobile,1
2103,this is not television it is a station,0
1496,what count did write about,1
7531,how wa,1
2713,it uncomfortable and the sound quality is quite poor compared with the phone or with my previous wired headset that plugged into an lg,0
480,what do bee hive do in cranberry bog,1
1464,a man with a backpack playfully pretend to box with younger child who doe not look phased,0
3385,what the closest spectrum yellow dwarf to earth,1
295,what sea did the roman call mare nostrum,1
1491,man in black walking up a sidewalk,0
649,a man wait at a crosswalk holding a motorbike helmet,0
5528,how is water treated to make it safe to drink,1
3154,it very convenient and simple to use get job done make the car ride so much smoother,0
629,2 female 1 from germany and 1 from china compete in a wrestling match on a mat,0
4205,who played humpty in the film alice in wonderland,1
2712,the battery is unreliable a well a the service use antena,0
8118,where did graduate college,1
3996,where is the actress buried,1
6336,what river run through colorado kansa and oklahoma,1
2267,this is not an oven it is a trailer,0
6899,enty techmeth what eating utensil are used for handicapped kid,1
3604,what percentage of the body is muscle,1
6155,what is the origin of the candy cane at,1
7709,who did the seven mule block for,1
49,a snowboarder slide down the side of an house buried in snow,0
1497,a shirtless young man in black short stand on the rock staring at the water,0
3530,when did cnn go on the air,1
5261,what famed tennis tournament men single title wa the last englishman to win,1
408,what is the quantity of american soldier still unaccounted for from the vietnam war,1
1242,what are the largest brewery in the world,1
8,what are liver enzyme,1
8045,what wa the verdict in the trial of,1
585,a group of standing moped rider look off into the distance,0
4277,how do you reference a website,1
6016,when is a woman most fertile,1
6478,what can one see in,1
3197,when wa the first wall street journal published,1
3254,poor reliability,0
3018,what is nine inch nail,1
305,what are the 7 article of the constitution,1
1429,what sound doe olympia washington overlook,1
6022,what did the seven dwarf do for a living,1
3057,what the term for a young fox,1
3429,what killed,1
4749,when the exhibit wa on display in the what moving company transported it,1
658,what is the motto for the state of maryland,1
5744,what desert country border saudi arabia iraq and the persian gulf,1
2204,this is not a deer it is a duck,0
922,a racer on an atv leaf the ground in a jump,0
4213,what did the gas house gang play,1
4366,latest and eighth film for gake no ue no on the cliff by the sea is a wonderfully fun and imaginative look at childhood,0
580,an man play the harmonica and electric guitar simultaneously into a microphone outside in front of a parking lot,0
5353,how many groove are on a dime,1
3567,your brain will attempt to a part of a primal impulse of,0
1227,man wearing a cowboy hat riding a horse,0
25,a woman with long walk in front of a parked white car,0
3635,what is artificial intelligence,1
4209,this film offer many delight and surprise,0
612,what is the coppertop battery,1
2175,what cheery fellow got the zip code from the postal service in,1
4679,how many people live in the falklands,1
6645,what the maximum length in inch of a first baseman glove,1
443,a group of people standing on a sidewalk and the street,0
1211,a lady look surprised,0
3718,what is the plural of gulf,1
2617,who said the only thing we have to fear is fear itself,1
617,a man on a phone stand before a seated man,0
7729,what make sperm,1
2122,this is not a bag it is a pannier,0
5506,what is main reason for that electric vehicle can be popular nowadays,1
8131,who gave u the rolling writer,1
4070,where did marijuana come from,1
3057,it felt too light and tinny,0
1359,two older men are walking through a crowd,0
2467,what city is near the mouth of the amazon,1
459,two dog are shaking water off,0
2904,how long would it take for a saving bond to mature,1
189,a woman next to a subway entrance in a tan coat is asking a woman in a pink coat direction,0
1204,skateboarding wearing black pant a white shirt and a blue hat performing a skateboarding trick while three spectator look on in the background,0
5841,when did they canonize the bible,1
2523,great audio,0
3396,what is dry ice,1
4168,an italian reviewer called this a small great film and that right,0
7172,what is a repeating voter,1
3075,truly awful,0
3805,what former president daughter ha written a book titled murder in the white house,1
2287,this is not a toaster it is an admirer,0
3112,what are the world four ocean,1
2108,this is not a dagger it is a razor,0
6739,what is the nickname of the cleveland indian,1
799,what is best known for,1
7667,what college did play football for,1
4392,what is a phalanx,1
3303,which doonesbury character wa likely to turn into a werewolf,1
524,woman wearing a black sunhat black dress and black ugg clog walking in a city square,0
1487,friend having fun out for the night,0
5046,who invented the game bowling,1
7909,what the difference between carelessness and carefreeness,1
3891,see it,0
4469,what two commander directed the force in the battle of el alamein,1
3524,who is the president of stanford university,1
2356,what is the acronym for the national bureau of investigation,1
3674,which way do you turn your bic to increase the flame clockwise or counterclockwise,1
3091,what cause the body to shiver in cold temperature,1
1915,what kenyan city is the safari center for east africa,1
1427,a blond woman wearing glass is playing tennis,0
1833,and her granddaughter opening present at time,0
3392,what film did win the best actor for,1
6930,where is the kentucky horse park,1
4104,the show would begin with smart as ed comment to each other that would be totally off the wall and uncalled for,0
1706,how many people were executed for assassination,1
1966,a child in a ninja outfit doe a jumping kick,0
1657,what composer wa awarded the medal of honor by,1
3816,that movie wa bad,0
2666,what is meant by the term yield to maturity in reference to bond,1
3968,got ta love those of slimy drooling teeth,0
2370,this is not television it is a cable,0
4974,what is the fastest fish in the world,1
3760,what wa first movie,1
2915,dialing 900 to have a tree planted will cost how much,1
6146,when did amtrak begin operation,1
4073,julian fellowes ha triumphed again,0
7567,what wa the name of club in casablanca,1
938,a young black male athlete in a red uniform is running a race on a road in the rain,0
5242,what trophy is awarded to the winner of the super bowl,1
7750,name a ballet company ha danced for,1
7127,what the capital of monaco,1
7354,what is the greatest hiking web site,1
1738,a woman bartender look up at the camera with a smile while pouring a drink,0
7085,loc mount what is the name of the highest mountain in africa,1
6188,abbr exp what doe jessica mean,1
6902,what doe lloyd lutine bell announce,1
4984,what the abbreviation for trinitrotoluene,1
6591,how many point is a disk in the center hole worth in crokinole,1
2883,a disappointment,0
816,a man with a green and beard is carrying a backpack while standing next to a woman wearing a white sleeveless blouse and a purse,0
3536,how long is the coney island boardwalk,1
7508,what is the difference between khaki and chino,1
3679,what is a fear of passing high object,1
573,5 elder group of man playing snooker on a pool table,0
392,a crouching white man in a yellow shirt look down from on top of a wooden structure,0
4039,it a campy sort of film that a joy to watch,0
6051,how do you throw a housewarming party,1
1384,a man with glass and red facial hair tell a story to two smiling men,0
2521,what will a compass do in outer space,1
2318,what were the achievement of,1
2123,what caused the titanic to sink,1
5674,what five card make up a perfect cribbage hand,1
7967,who wrote the collector,1
4691,how do you recognize anorexia,1
2559,what happens when a body part fall asleep,1
7033,where are the headquarters for procter gamble,1
2028,how long do fly live,1
6007,how many calorie are there in soy sauce,1
7008,what school doe attend in brown school day,1
2543,what credit card feature a centurion on it face,1
3944,who wa chairman of the senate select committee that tried to get to the bottom of watergate,1
2062,who asked you to do the with her in,1
1130,a girl wearing an orange shirt hold onto pole and look down,0
3258,what is the mascot for notre dame university,1
1221,brunette woman wearing a red lounging outside with a laptop on her lap,0
1478,a very young female child is smiling at a camera outdoors,0
5663,what are the 7 wonder of the world,1
4450,when is president birthday,1
4874,what is pasta,1
3483,who came up with the name el nino,1
1719,what color is the stripe along each side of a coho salmon,1
4295,the fact is this film is a wonderful heartwarming tale about two people chasing their dream,0
6979,why is microsoft window 3 such a successful computer program,1
6817,what wa the real name of writer creator of the hero,1
15,what sprawling state boast the most airport,1
2520,when do you plant wheat,1
830,man walking in front of queen and portland loft and condominium,0
561,what state border illinois to the north,1
2522,get the job done,0
35,woman with blue hair at a large gathering,0
2158,what vowel do all esperanto noun end in,1
3449,why doesn have any answer to my question,1
1036,a black and white dog jumping out of the water and a brown dog shaking off,0
6896,what is office automation,1
1794,a woman sort thing on a bright blue cloth,0
2602,battery last only a few hour,0
2087,this is not a bag it is a portmanteau,0
844,a lady brings a drink to a seated couple comprised of a woman wearing a long white dress and a man in a dark suit,0
500,a smiling man with gray hair and glass dressed in black is sitting in a chair with a music stand in front of him,0
4145,wa pretty good a in place compelling her first entrance and mini dance scene,0
8071,loc state what state includes the san juan island,1
2185,what is a jake brake,1
3381,what is the abbreviation of the company name general motor,1
2765,i had ordered a motorola data cable got a very well finished and working product,0
5642,what wa iq,1
5577,who owns the louis ram,1
1332,a film crew document a female athlete in the act of throwing a javelin,0
5622,how do you clean an lcd monitor screen,1
4022,the basic premise is wasted since it is sidelined by the inexplicable focus on the documentary crew,0
2536,how do you write a correct critical analysis of a poem,1
416,a man on a bicycle in jean is doing an air track along a dirt track with graffiti nearby,0
6237,what novel wa made into a film by,1
8345,loc mount what continent peak is,1
2740,a piece of junk that broke after being on my phone for,0
739,two woman and a man are having a discussion at an event,0
2889,what is chromatology,1
7865,what is the text of the fifth amendment,1
257,young people sit on the grass near a crooked tree with pink blossom,0
3757,the thing that the four kid get themselves into is absolutely hilarious to watch,0
2119,who wa wife,1
3304,but despite these few flaw this case is of exceptional quality and well worth the additional cost of owning an official oem product,0
5290,why are lion called king of the jungle,1
3675,which is the wealthiest country in the world,1
634,five young girl with backpack sitting on a green park bench,0
7177,what chapter of the bible ha the most verse,1
651,motorcycle guy waiting to cross the street,0
6917,what were the name of the three ship used by columbus,1
2891,i had verizon and really liked their service,0
2078,this is not a dagger it is a spear,0
617,what did write for rostropovich,1
3480,if there wa ever a movie that needed to promote this is it,0
4158,what game is fatal to anybody over,1
2500,what doe shield stand for,1
3934,what texas city got it name from the spanish for yellow,1
2303,which two inventor invented,1
7444,what direction do most baseball pitcher pitch toward,1
3909,who wa nicknamed the little corporal,1
5425,name a salt lake city newspaper,1
3330,how doe a rainbow form,1
5163,how did the get it name,1
2065,this is not a yacht it is a steamer,0
4020,but above all the exquisite visual composition of each moment with inventive and elegant use of camera angle and lighting including pointillistic faux home movie footage is a wonder and joy to behold,0
7016,what wa the birthplace of,1
94,what is dew point,1
2719,i ordered this product first and wa unhappy with it immediately,0
4316,i agree with jessica this movie is pretty bad,0
1102,how many people in america snore,1
7622,what is design,1
193,what city is sometimes called,1
7331,what year wa the company founded,1
3770,why did the chicken cross the road,1
4789,what german city do italian call the monaco of bavaria,1
3855,if only someone involved with it knew how to string together narrative,0
769,which hair care product told u hate that gray wash it away,1
2721,i wa able to do voice dialing in the car with no problem,0
6669,what river run through liverpool,1
1175,a kayaker plungles into the river,0
6323,how many colony did germany get to keep after world war i,1
3904,when wa berlin brandenburg gate erected,1
1989,there is an asian man and woman both smiling and he is pointing at her,0
4371,what university wa president of,1
1241,who is known a the world oldest teenager,1
6778,what animal dined on bread and oyster with a carpenter,1
4201,the acting from all involved and that includes those like and nimoy is bad and washed out and making them seem a old a they look in real life the special effect are tacky like when ha to rescue on a jet pack when he fall down from a mountain,0
4337,where is,1
597,how many hole are there in a tenpin bowling ball,1
3590,how many heart doe an octopus have,1
7573,which infectious disease is the world deadliest,1
548,a man in a blue hat and green coat is holding a sign that say slow with rv parked in back of him,0
6798,what is the meaning of cpr,1
3189,i own 2 of these case and would order another,0
3800,it wa very popular when i wa in the cinema a good house and very good reaction and plenty of laugh,0
4297,what are amicable number,1
3823,almost everyone involved must be return to school acting is utterly predictable and bad script is pile of garbage all round,0
3474,what are,1
3924,what make thunder,1
80,two asian band member a female vocalist with reddish hair and a black leather vest and a male guitarist with a old black red and white shirt and a red scarf perform,0
3876,what american poet wrote good fence make good neighbor,1
150,who founded the people temple commune,1
7908,what a coup de poing to a french boxer,1
3597,how many hole are there in a tenpin bowling ball,1
7334,what are the name of all the sea in the world and what ocean do they drain into,1
1716,a smiling blond girl with a red striped shirt is sitting in a chair at a table with a white porcelain bowl on her head,0
4212,you share general exquisite joy in his partaking of the cailles en sarcophage even though you are just watching a movie but you do wish for just a small sample to savor,0
1899,a young lady sits in front of a fence with a bucket,0
202,a asian man in a red and yellow uniform diving for the birdie in a game,0
5097,where is the henry ford museum,1
7826,where montenegro,1
2626,what new game are available for nintendo 64,1
6249,who wa the first jockey to ride two triple crown winner,1
305,the mother in green is looking at her son while he is cry,0
7458,how many inning constitute an official baseball game,1
6613,how many verse are in the bible,1
8024,where did king i hang the mona lisa when he owned it,1
982,someone is laying in front of the tv eating food,0
3355,love great armband,0
3317,saggy floppy piece of junk,0
3724,it is not just a cult it is a cult classic,0
3735,by the time the pyromaniac waylaid the assistant i wa bored and did care what happened next and so i switched off,0
5094,how many more week of are there if a ground hog see his shadow,1
6650,what city doe mccarren airport serve,1
5733,what is the origin of the first name,1
2301,when did come to power in germany,1
3581,what wa her real name,1
3619,how can i get some free technical information on electric vehicle,1
1981,multiple men and woman are sitting against a wall and holding string,0
7991,is considered to be the first singing cowboy of which medium,1
6791,what book wa working on when he died in hollywood in 194,1
7586,what are new computer game for window 95 or,1
5520,when do you plant wheat,1
3639,see the most fatal car accident,1
5831,how far can a human eye see,1
3701,i think i wa one of the people who found this another one of roth pearl,0
3231,my father ha the and the battery is dying,0
7931,where did gulliver find a race of tiny people,1
4580,how many state did carry in,1
2333,what tool do you use to crewel,1
85,how many villus are found in the small intestine,1
5349,what little boy and dog live in a shoe,1
3090,when did cnn begin broadcasting,1
3564,what is a fear of bee,1
7517,what country ha problem with hooligan,1
3719,there is a brilliant twist ending,0
5039,how do i find a city if i have the area code,1
720,what year did the united state pas the copyright law,1
1884,a photo of bicycle wheel includes several blurred human figure in the background,0
1123,where did guinea pig originate,1
341,two elderly men standing in front of a projector screen,0
7438,how many marx brother were there,1
6981,what is the origin of army sergeant stripe,1
1480,a boy in a red plaid shirt playing a guitar with another boy playing an orange bass behind him and another person playing a drum set,0
3903,what company is being bought by yahoo and how much is the deal worth,1
415,when wa the woman suffrage amendment ratified,1
7431,how many color are there in a rainbow,1
3694,three of the most visually appealing movie i ever seen,0
6511,where are the apartment in new brunswick,1
2156,this is not a wasp it is a shield,0
8154,what is the country of origin for the name,1
961,what sport is a top player of,1
1115,a man push a shopping cart full of aluminum can,0
1474,a woman with is sitting at a table and talking to a man with glass,0
1851,a family is standing under a very large tree,0
1356,what doe an irate car owner call iron oxide,1
329,how do you match a name to a social security number,1
5454,what is a fear of drinking,1
7269,what is the origin of the word nevermind,1
5534,which continent ha the most rose,1
197,a man wearing a cap and glass is fixing the seat of a bicycle,0
2069,this is not a bag it is a sack,0
3610,in fact it hard to remember that the part of is being acted and not played by the man himself,0
1666,a young man carefully prepares to take a pool shot,0
1835,a child and a woman are sitting in front of a tree,0
3049,i found the product to be easy to set up and use,0
582,a man in a hat and blazer performs on the street with his guitar and harmonica,0
8318,what multitalented director failed a college course in production,1
109,blond bicyclist wearing a helmet and pink goggles look down,0
6723,what is the best selling computer model ever,1
3985,there is no plot here to keep you going in the first place,0
2668,not only will it drain your player but may also potentially fry it,0
2965,great it wa new packaged nice work good no problem and it came in le time then i expected,0
197,when wa the first wall street journal published,1
5394,what wa the verdict in the trial of,1
5714,how do they raise the crane when building building,1
3690,an amazing finale to possibly the best trilogy of all time,0
6812,what new orleans claimed my staff and i solved the assassination week ago,1
1592,which company claimed to be the world biggest toy store,1
562,name a film in which acted,1
8382,what part did play in the development of the newspaper in america,1
4982,what another name for aspartame,1
3941,however after seeing the short again after i wa amazed at how timeless the film actually is,0
1473,a blond woman and a man converse while seated at a restaurant outdoor area,0
7924,how much could you rent a volkswagen bug for in,1
7374,how many copy of an album must be sold for it to be a gold album,1
1796,who made the musical plea be true to your school,1
1399,who is,1
3150,who founded the people temple commune,1
4267,what nobel laureate wa expelled from the philippine before the conference on east timor,1
1036,what is a pyrotechnic display,1
6520,abbr exp what doe nasa stand for,1
3633,who is coronado,1
678,who is the monarch of the united kingdom,1
2909,you never know if you pushed it hard enough or the right number of time for the function you want or not,0
7695,what is the oldest building in the united state,1
8414,what known a the queen of,1
5088,how do you measure the heat of the sun,1
3565,what novel feature professor in love with a girl,1
1802,a child wearing a coat among some tree and funny design,0
6327,in the movie groundshog day what is the name of the character played by,1
3526,it rocked my world and is certainly a must see for anyone with no social or physical outlet,0
6555,how much of the silver production is manufactured by independent silversmith,1
430,how much money are ear insured for,1
6600,what doe idle mean,1
1338,a woman reading and signing a paper,0
3707,what wa title regarding india,1
2318,this is not a dress it is a costume,0
3257,what the meaning of the latin battle cry ad arma ad arma,1
1689,what metropolis landmark wa first introduced in the cartoon of the,1
6072,where can i find an ask an site,1
2057,which of the following celebrity started his career a a disc jockey,1
2931,who wa the lawyer who represented,1
2412,why do the chickenpox last so long,1
1462,who doe borrow 3 0 ducat from,1
5031,loc state what state produce the best lobster to eat,1
565,what novel feature professor in love with a girl,1
792,what classical spanish writer warned all that glitter is not gold,1
846,a newlywed couple speak with guest at their wedding,0
7142,what doe appropriates money mean,1
2493,will order from them again,0
4072,what novel ha big brother watching,1
6731,who is malaysia prime minister,1
5190,what is the average age a horse life,1
1642,what the difference between and,1
7911,why doe tuberculosis afflict people,1
6088,what english physician wa born on and went on to create two important invention,1
2083,this is not a dress it is gown,0
6990,what kind of sport did they play in the english civil war time,1
3987,beware this is not a trashy cult movie this is trash,0
5080,what are the odds on a roulette table,1
7134,how long doe it take to travel from tokyo to niigata,1
6064,which glamorous actress is a close friend of,1
1264,two men one in a suit jacket and the other in a sweatshirt are talking at a party,0
2653,how much doe a poodle weigh,1
1664,a man attempting to hit a pool ball while other men watch,0
6548,what do i have to do to get good grade in school,1
3337,who followed,1
4189,this film highlight the fundamental flaw of the legal process that it not about discovering guilt or innocence but rather is about who present better in court,0
5783,what group asked the musical question do you believe in magic,1
7103,who found hawaii,1
7447,what is 55 time sweeter than cane sugar,1
2850,my colleague i now get great little expensive but performance is great,0
2359,this is not a jacket it is a vest,0
2610,great price also,0
3715,the telephone repair man wa really funny and his reaction to the nut and bitchy bos were truly genuine,0
3156,the sound quality is excellent a well,0
1617,in what year did china and the republic of korea establish diplomatic relation,1
2416,what doe the name sheri mean,1
2323,this is not a frog it is team,0
1302,what magazine give u the cream not the skim,1
5833,what doe the term spaghetti western mean,1
4697,who is,1
6036,what pillar of the dutch renaissance painted aristotle contemplating the bust of homer,1
8230,when doe menstruation begin,1
4231,what novel did introduce in,1
1308,a group dressed in wintery attire of people on a sidewalk in washington,0
2116,how can you get rust stain out of clothing,1
1874,an asian girl with blond rocker hair in black jacket is looking down on the ground,0
7786,how many muscle doe an oyster have,1
4591,enty event what famous event have happened on,1
2187,who wa the russian ambassador to hungary during the uprising,1
8440,who used to make car with rotary engine,1
6034,what country wa the leader of,1
6873,what is the book of all time,1
5898,what the highest hand in straight poker,1
344,some people are on a mountain holding ski pole and wearing backpack,0
3768,what former baseball pitcher wa known a space man,1
4621,what animal wa the missile called the named for,1
6248,who sued the dannon yougurt company for using a character named for promotion,1
1454,what doe ibm stand for,1
1725,two men in red robe performing martial art,0
3143,fantastic buy and will get again for whatever my next phone is,0
1768,a woman scream into a microphone with orange messy hair and green eyeshadow,0
3126,it ha everything i need and i could ask for more,0
6206,what were the first word spoken on a film sound track,1
4299,this one just fails to create any real suspense,0
2866,what is meant by blood sed rate,1
7292,what is the name given to a group of goose,1
5308,what is a fear of insanity,1
1349,a calm street corner with a man sitting on a stool looking at something on a small platform,0
7320,how doe the nintendo work,1
3586,nothing at all to recommend,0
1541,a woman in a tank top is sitting and knitting at a table with a bottle of something to drink beside her,0
1368,a female athlete is racing ahead in a jogging suit and tennis shoe,0
1186,acted in which film,1
6840,what country boast palace and the palace of king,1
2247,how many people wa convicted of murdering,1
3350,very satisifed with that,0
7006,where doe the expression cloud nine come from,1
3133,what hollywood dog died in the arm of in,1
7500,what hair color can i use to just cover a little gray,1
3393,the screen doe get smudged easily because it touch your ear and face,0
3289,fit comfortably came with three size of earbud tip,0
1584,what doe a tarantula eat,1
3237,where can i find a review of nightmare on elm street in a film journal,1
2543,i got this phone on reccomendation from a relative and i glad i did,0
6630,independent silversmith account for what percentage of silver production,1
2424,i owned this phone for now and can say that it the best mobile phone i had,0
3979,what is the current ticket fare from from cairo to barbados,1
1419,people wait to board boat,0
5334,what is narcolepsy,1
2947,what is the recommended requirement for folic acid for pregnant woman,1
4320,i seen soap opera more intelligent than this movie,0
7408,who wrote the scarlet letter,1
3603,what doe the name justin mean,1
1443,an older man sits next to two armed guard on step,0
76,what painter died in the marquesas island,1
4457,what the name of popeye adopted son,1
2329,this is not an alligator it is a squirrel,0
4858,what are all the different kind of contraceptive,1
1279,many people outside at a busy street market,0
1300,what the largest city on the great lake,1
4979,when wa the de beer company founded,1
8357,what is the shape of a football a stated in the nfl rulebook,1
2962,yet plantronincs continues to use the same flawed charger design,0
3281,warning do not buy,0
4997,what is the name of the art of growing miniature tree,1
1900,how do i give a good massage,1
2954,how is digital audio used,1
4153,nine out of ten for a truly lovely film,0
2974,who hold the career record for the most major league home run,1
1223,what is another term for the painful wrist syndrome,1
312,why is poop sometimes different color,1
2085,what doe the c stand for in the equation,1
6976,how hot should the oven be when making peachy,1
2079,this is not a flute it is a blow,0
6938,what is full name,1
3121,think it over when you plan to own this one this sure is the last phone for me,0
861,teenage girl are gathered near a wall in a city,0
2224,this is not a shirt it is a burqa,0
1487,what are you hearing when you put a seashell to your ear,1
5555,when did believe world war iii would begin,1
1673,three musician standing on a stage one is playing an instrument with a keyboard and the other two are singing into microphone,0
2014,this is not corn it is rice,0
536,a person in blue jean and a blue shirt sitting on a rock by a pool of water,0
6300,where doe the song anything go take place,1
3107,appears to actually outperform the original battery from china that came with my,0
660,where can i find information on the narragansett indian and other tribe in rhode island,1
5847,who report the weather on the good morning america television show,1
38,where do the adventure of the swiss family robinson take place,1
2623,what city did the mormon establish a their headquarters in,1
1070,an ice cream truck driver stare out the truck window,0
3742,what author landed a marlin without harness in the early 193,1
6176,who lived on the shore of the gitchee gumee river,1
1017,a boy in a blue and white tie dye is skateboarding on the railing of a building,0
851,what age followed the bronze age,1
3525,whose first presidential order wa let get this goddamn thing airborne,1
2584,when do mormon believe christ wa born,1
6875,what are the first six word of a tale of two city,1
6560,what film won a best supporting actor,1
7191,where do quality drink begin,1
212,a teenage boy in ride a on a skateboard outside a columned brick building,0
941,three child are playing with a yellow toy on a green pillow,0
3884,what are the living condition in cuba,1
4783,who penned neither a borrower nor a lender be,1
1603,a woman is standing on a road,0
615,two girl sitting down and looking at a book,0
7064,who is the prime minister in norway,1
3267,what is the classic definition of tragic hero,1
4850,where doe live,1
4120,how much doe it cost average or whatever is available to produce and send junk mail catalogue in the u dt cd nn nn,1
1044,what net game see it woman world amateur champion receive the uber cup,1
1241,the small child is leaning back in a child swing,0
856,a parade of men hold red and yellow flag a they wave them proudly,0
7534,what famed clown appeared on an early howdy doody show and insisted that clarabell be made up a a real clown,1
918,name the largest country in south america,1
6945,what are the cooky in internet,1
1579,a man playing pool on a blue pool table,0
8449,what is the temperature,1
2713,what continent push up the executive committee mountain range,1
4096,how do you make panoramic sugar egg for easter the one with the scene inside,1
2689,what is troilism,1
3314,while i managed to bend the leaf spring back in place the metal now ha enough stress that it will break on the next drop,0
2077,who made the first surfboard,1
3353,what actor first portrayed,1
4109,lame would be the best way to describe it,0
198,a man with a biking cap is fixing the saddle on a bicycle,0
7087,how many type of lemur are there,1
693,a boxer in red with an intricate tattoo give his opponent a right hook to the head,0
4291,what the distinction of supreme court justice,1
2919,who wa father,1
5887,when did spain and korea start ambassadorial relation,1
148,four boy one on a skateboard one on a scooter and two standing are at a skate park on a ramp with a scary looking face graffiti on it,0
6365,what two country are separated by the bering strait,1
4203,the only place good for this film is in the garbage,0
3703,the story which wa told so eloquently by ford really unfolds gradually and leaf room for the character to develop,0
6559,how many inch tall is stuart little at birth,1
5429,which classical spanish writer said all that glitter is not gold,1
1470,a man and a child are walking across some water using stone,0
2441,what is a fear of touching,1
6581,what book is about the mercury astronaut,1
2012,this is not a falcon it is an owl,0
5669,where is the human skin least sensitive,1
4111,what are the length of pearl necklace,1
6398,what do pointed letter mean to a handwriting analyst,1
893,when wa the san francisco fire,1
716,what letter is to the right of k on a typewriter keyboard,1
7070,how many time wa pitcher a winner in his 21 major league season,1
1556,who wrote son and lover,1
702,a woman in a black and white dress conducting a choir,0
3955,let start with all the acting especially from the lead professor wa very very bad,0
2104,what is a wart,1
1920,the kayaker brace himself a he go down the river,0
36,man with black suit on on some type of glider in ocean attached to parachute,0
2352,why are the presidential election held in,1
6497,how many mile is it from frankfurt germany to salzburg austria,1
4004,the story line is just awful,0
6536,what university fired,1
8367,how many cullions doe a male have,1
724,what city ha the world longest subway system,1
3887,it is just the sort of pap that is screened in the afternoon to punish the unemployed for not having job,0
4211,the story unfolds in and the use of period music played on period instrument is just one more fine touch,0
5762,where did the mayan indian live,1
380,who is the only prime minister of canada to serve but not necessarily consecutively,1
4408,what country wa sir born in,1
61,what doe extended definition mean and how would one write a paper on it,1
1980,what wa a california prayer book to an old west gambler,1
